idno,cntry,trust_parliament,trust_legal,trust_police,trust_politicians,trust_parties,pro_immigration,religiosity,life_satisfaction,satis_economy,satis_government,left_right,gender,age_group,education
24492,MK,medium,low,low,medium,medium,low,high,high,low,low,right,female,30-44,high
10088,MK,medium,medium,medium,medium,low,medium,low,medium,medium,medium,centre,female,45-59,high
27905,MK,medium,low,high,medium,medium,medium,high,high,medium,high,left,female,60+,high
18142,MK,medium,low,medium,medium,medium,medium,high,high,medium,high,right,male,18-29,medium
26267,MK,medium,medium,medium,low,high,medium,high,high,low,medium,left,male,60+,medium
11854,MK,medium,medium,medium,low,low,medium,high,low,low,low,right,female,60+,low
11720,MK,low,low,low,low,low,medium,high,high,low,low,centre,male,60+,low
21384,MK,high,high,medium,high,low,high,high,medium,medium,medium,left,female,45-59,low
14648,MK,medium,medium,medium,low,low,medium,high,medium,medium,medium,centre,female,45-59,medium
24237,MK,low,low,low,low,low,low,low,medium,low,low,centre,male,45-59,high
18704,MK,low,low,low,low,low,medium,high,high,low,low,left,female,45-59,medium
20440,MK,low,low,medium,low,medium,medium,high,high,low,low,right,male,60+,medium
26468,MK,high,high,high,medium,medium,low,medium,high,medium,medium,right,male,30-44,low
18907,MK,medium,medium,high,high,medium,high,high,high,high,high,left,female,60+,medium
14033,MK,low,low,medium,low,low,low,medium,medium,medium,medium,centre,male,60+,medium
15719,MK,low,low,low,low,low,low,high,low,low,low,left,female,45-59,medium
19019,MK,high,high,high,high,medium,high,high,high,high,medium,centre,female,30-44,high
14084,MK,low,low,low,low,low,high,medium,high,medium,low,right,female,18-29,low
11075,MK,low,low,medium,low,low,low,high,low,low,low,left,female,60+,medium
13994,MK,low,low,medium,low,low,low,high,medium,low,low,left,female,45-59,high
26382,MK,low,low,low,low,high,low,high,high,low,low,right,female,45-59,medium
27169,MK,high,high,high,high,high,medium,high,medium,medium,high,centre,male,60+,medium
18228,MK,medium,medium,low,low,low,medium,high,high,low,low,centre,male,18-29,high
23794,MK,medium,medium,medium,medium,medium,low,medium,high,medium,high,centre,female,30-44,high
11702,MK,high,medium,high,medium,medium,medium,high,high,high,high,left,male,30-44,high
17539,MK,low,low,medium,low,low,low,high,low,low,low,centre,female,30-44,medium
23050,MK,medium,low,medium,high,low,medium,high,medium,low,low,centre,male,60+,high
24791,MK,medium,high,high,low,medium,low,high,high,high,medium,right,male,NA,low
17150,MK,medium,medium,medium,medium,medium,low,medium,high,high,medium,right,female,60+,medium
27925,MK,medium,medium,high,low,low,low,high,medium,medium,low,right,male,45-59,medium
11432,MK,low,medium,medium,low,low,low,medium,medium,low,low,right,female,45-59,medium
16720,MK,low,low,low,low,low,low,high,high,low,low,right,female,60+,medium
25067,MK,low,low,high,medium,medium,low,low,low,low,low,centre,male,60+,low
22242,MK,low,low,low,low,low,low,high,medium,medium,medium,right,male,45-59,high
13777,MK,low,medium,high,low,low,low,high,medium,low,low,centre,female,30-44,low
18498,MK,low,low,low,low,low,high,high,high,low,low,centre,male,60+,medium
13319,MK,high,medium,high,medium,medium,medium,medium,high,medium,high,left,female,30-44,high
22685,MK,medium,medium,high,low,medium,medium,high,high,medium,medium,centre,female,60+,medium
26512,MK,low,low,medium,low,low,medium,high,medium,low,low,right,female,30-44,low
19032,MK,medium,medium,medium,medium,medium,low,medium,high,medium,medium,left,female,18-29,medium
21406,MK,low,low,low,medium,medium,low,low,medium,low,low,centre,female,30-44,high
25326,MK,medium,low,high,low,low,low,low,medium,high,medium,right,female,60+,low
10002,MK,low,low,low,low,low,medium,medium,medium,medium,medium,right,male,45-59,medium
17215,MK,low,low,low,low,low,low,high,low,low,low,centre,female,45-59,low
17457,MK,low,medium,medium,low,low,low,high,high,low,low,left,male,18-29,low
11498,MK,low,low,medium,low,medium,low,high,medium,low,low,left,female,45-59,low
14181,MK,low,low,low,low,low,medium,high,high,medium,high,left,female,60+,medium
21608,MK,low,low,low,low,low,low,high,high,medium,low,right,male,18-29,medium
22503,MK,low,low,low,low,low,low,high,high,low,low,centre,male,30-44,medium
15272,MK,low,low,low,low,low,medium,high,medium,low,medium,right,female,60+,low
25429,MK,medium,medium,low,medium,low,high,medium,medium,medium,medium,left,female,45-59,medium
13170,MK,high,medium,medium,medium,medium,medium,medium,high,medium,medium,left,male,60+,medium
20383,MK,low,low,low,low,low,low,high,high,low,low,left,male,30-44,medium
14631,MK,low,low,low,low,low,low,high,low,low,low,centre,male,30-44,high
10757,MK,medium,medium,medium,medium,low,low,high,high,high,high,centre,male,45-59,medium
68906,NL,high,high,high,medium,medium,medium,low,high,high,medium,centre,male,30-44,high
75074,NL,medium,high,medium,medium,medium,low,low,high,medium,medium,right,male,18-29,low
76118,NL,low,medium,high,low,low,high,high,high,high,low,centre,male,45-59,high
52366,NL,high,high,high,medium,medium,medium,medium,high,high,high,right,male,60+,medium
52335,NL,medium,medium,medium,low,low,medium,medium,high,high,high,right,male,60+,low
70533,NL,medium,low,high,medium,high,medium,high,high,medium,low,centre,female,60+,low
75898,NL,high,high,high,medium,medium,medium,low,high,high,low,centre,male,45-59,high
77270,NL,high,high,high,high,medium,medium,low,high,high,high,right,male,30-44,high
70554,NL,medium,high,high,medium,medium,high,medium,high,medium,high,left,female,30-44,high
51337,NL,high,high,high,medium,high,high,high,high,medium,high,right,female,30-44,high
73402,NL,high,high,high,high,medium,high,high,high,low,medium,centre,male,18-29,medium
67962,NL,medium,medium,low,low,medium,medium,low,high,medium,low,centre,male,60+,high
62026,NL,medium,high,high,medium,medium,high,high,high,medium,medium,centre,female,45-59,high
73180,NL,high,high,high,high,high,high,medium,high,high,high,right,male,60+,high
77983,NL,low,medium,high,low,low,medium,low,high,medium,medium,centre,female,45-59,low
64864,NL,medium,high,high,medium,medium,low,low,medium,low,medium,right,male,18-29,low
56104,NL,high,high,high,high,high,low,low,high,high,high,right,male,45-59,high
64776,NL,low,medium,medium,low,medium,medium,medium,high,medium,low,centre,male,45-59,low
66422,NL,high,high,high,high,high,medium,low,high,high,medium,centre,female,30-44,high
69111,NL,high,high,high,high,high,high,low,high,high,high,centre,female,45-59,high
69918,NL,high,high,high,high,high,high,low,high,high,high,right,female,60+,low
79532,NL,medium,medium,medium,low,medium,high,high,high,medium,medium,centre,male,18-29,high
55458,NL,medium,medium,high,low,low,medium,medium,medium,medium,low,centre,female,30-44,high
58902,NL,medium,high,high,medium,medium,medium,high,high,high,medium,left,male,60+,low
81468,NL,high,high,high,high,high,medium,high,high,high,high,right,male,30-44,high
63766,NL,high,medium,high,medium,medium,high,medium,high,low,low,left,female,45-59,high
67757,NL,medium,high,high,low,medium,high,low,high,low,low,left,male,18-29,low
50840,NL,medium,low,high,medium,medium,medium,medium,high,medium,medium,centre,female,60+,low
57256,NL,high,high,low,medium,medium,medium,medium,high,high,medium,centre,female,60+,low
81329,NL,medium,medium,high,medium,medium,medium,medium,high,medium,medium,centre,female,18-29,medium
63755,NL,medium,high,high,high,medium,low,high,high,high,high,centre,female,45-59,low
58360,NL,medium,high,high,medium,medium,medium,low,high,medium,medium,left,female,30-44,high
73492,NL,high,high,high,medium,medium,medium,high,high,high,high,centre,male,60+,medium
55383,NL,medium,high,high,medium,medium,high,high,high,medium,high,centre,male,45-59,high
75203,NL,high,high,high,medium,medium,high,medium,high,medium,medium,centre,female,30-44,medium
75054,NL,medium,medium,medium,medium,medium,high,high,high,high,medium,centre,female,45-59,high
78297,NL,medium,high,high,medium,medium,high,high,high,medium,high,left,female,45-59,high
65709,NL,high,high,high,medium,high,medium,low,high,low,low,left,male,30-44,high
70108,NL,medium,medium,high,medium,high,medium,high,high,medium,medium,centre,female,60+,low
54118,NL,low,low,high,low,low,medium,low,high,low,low,centre,female,30-44,low
73169,NL,high,high,high,high,medium,medium,high,high,high,medium,centre,male,30-44,medium
79962,NL,high,high,high,medium,medium,low,low,high,high,medium,right,male,18-29,medium
81429,NL,medium,high,high,medium,medium,medium,medium,high,high,medium,centre,female,18-29,low
65010,NL,medium,high,high,medium,medium,high,low,high,high,medium,left,male,45-59,high
82147,NL,high,high,medium,high,medium,medium,low,high,medium,high,right,female,18-29,medium
54259,NL,medium,medium,medium,medium,medium,medium,low,high,medium,medium,centre,female,60+,low
71702,NL,medium,medium,high,high,medium,medium,low,high,medium,medium,centre,female,18-29,low
80920,NL,high,medium,high,medium,medium,low,low,high,high,high,left,female,45-59,high
68987,NL,high,high,high,medium,medium,high,medium,high,high,medium,right,female,45-59,medium
76402,NL,low,low,medium,low,low,high,high,high,medium,medium,right,female,60+,low
68871,NL,high,high,high,high,medium,medium,medium,high,medium,high,right,female,30-44,high
57402,NL,low,high,high,low,low,medium,high,high,high,low,centre,male,45-59,high
75121,NL,high,high,high,high,high,high,high,high,high,high,centre,male,60+,low
76909,NL,high,high,high,medium,medium,high,low,high,high,high,centre,female,30-44,high
80375,NL,medium,high,high,medium,medium,medium,low,medium,medium,medium,centre,male,18-29,medium
58084,NL,medium,medium,medium,medium,medium,high,medium,high,medium,high,centre,female,60+,low
69271,NL,high,high,high,medium,high,high,low,high,medium,medium,left,male,45-59,low
67676,NL,high,high,high,high,high,high,high,high,medium,high,centre,female,60+,low
63757,NL,high,high,high,high,high,medium,low,high,high,high,left,female,18-29,high
56301,NL,low,low,high,low,low,high,low,high,low,low,centre,female,18-29,medium
81043,NL,medium,medium,medium,low,low,medium,high,high,medium,low,right,male,60+,high
69500,NL,low,medium,medium,low,low,medium,low,high,medium,low,left,male,45-59,high
65355,NL,high,high,high,high,high,medium,high,high,medium,high,centre,female,45-59,low
56594,NL,high,high,high,medium,medium,medium,medium,high,medium,medium,centre,male,45-59,high
71311,NL,high,low,medium,low,low,medium,high,high,low,high,centre,male,18-29,low
65606,NL,medium,medium,high,medium,medium,medium,low,high,high,high,right,female,60+,low
64156,NL,high,high,high,low,low,high,low,high,high,medium,centre,male,60+,medium
81604,NL,low,medium,medium,low,medium,high,medium,medium,medium,low,centre,male,60+,low
54187,NL,medium,high,high,medium,medium,high,medium,high,high,medium,right,male,30-44,medium
74852,NL,medium,medium,low,medium,medium,medium,low,high,high,high,centre,male,60+,low
58106,NL,medium,medium,high,medium,medium,high,medium,high,medium,medium,centre,female,60+,low
75907,NL,high,high,high,high,high,high,high,high,high,high,centre,male,45-59,low
64812,NL,medium,medium,medium,medium,medium,medium,low,high,high,medium,right,male,30-44,medium
60628,NL,high,medium,high,medium,medium,medium,low,high,low,medium,centre,female,30-44,medium
53620,NL,high,high,high,medium,medium,high,medium,high,medium,medium,right,female,45-59,high
53180,NL,high,high,high,high,high,medium,medium,high,high,medium,centre,male,60+,high
64849,NL,medium,high,high,medium,high,medium,low,high,high,medium,right,female,30-44,high
66723,NL,medium,high,high,medium,medium,medium,low,high,high,medium,right,male,18-29,high
56206,NL,low,medium,medium,low,medium,medium,medium,high,high,medium,centre,female,30-44,high
55589,NL,medium,high,high,medium,medium,medium,high,high,high,medium,right,male,60+,medium
59128,NL,high,high,high,medium,medium,high,low,high,medium,medium,centre,male,45-59,high
58304,NL,medium,medium,high,medium,medium,high,low,high,medium,medium,left,male,30-44,high
68810,NL,high,high,high,high,high,high,low,high,high,high,left,female,30-44,high
57719,NL,high,high,high,medium,medium,medium,low,high,high,medium,centre,male,18-29,low
60639,NL,high,high,high,medium,medium,high,low,high,high,high,left,male,60+,high
52517,NL,medium,medium,high,high,high,medium,medium,high,medium,high,right,female,60+,low
69718,NL,high,high,medium,high,medium,medium,low,high,medium,high,left,female,18-29,high
58962,NL,high,high,high,medium,medium,medium,low,high,high,high,right,female,45-59,medium
58335,NL,medium,medium,high,high,high,high,high,high,high,high,centre,female,60+,low
55133,NL,low,low,medium,low,low,low,low,medium,medium,low,right,female,45-59,low
71548,NL,medium,low,medium,low,medium,medium,low,high,medium,low,centre,female,30-44,medium
77676,NL,medium,high,high,high,medium,medium,high,high,high,high,centre,male,60+,high
77369,NL,low,high,high,medium,medium,medium,low,high,medium,medium,right,female,45-59,medium
56911,NL,high,high,high,medium,medium,high,medium,high,medium,low,left,male,30-44,high
81891,NL,low,medium,high,low,low,low,low,high,medium,low,right,female,30-44,low
63311,NL,high,high,high,medium,high,medium,high,medium,medium,medium,left,male,30-44,high
52227,NL,high,high,high,high,medium,medium,low,high,high,medium,centre,female,18-29,medium
78459,NL,medium,high,high,medium,medium,medium,low,high,high,medium,centre,male,45-59,high
79153,NL,medium,high,high,medium,medium,medium,medium,medium,medium,medium,right,male,45-59,medium
63670,NL,low,low,high,low,medium,high,high,medium,medium,low,centre,male,60+,medium
63258,NO,medium,high,medium,medium,medium,medium,low,high,medium,medium,centre,male,60+,high
58826,NO,medium,high,high,medium,medium,medium,low,high,high,high,right,male,45-59,high
79031,NO,high,high,high,high,high,high,low,high,high,medium,left,female,18-29,high
64179,NO,medium,medium,medium,medium,medium,medium,high,high,medium,medium,centre,female,60+,high
62287,NO,high,high,high,high,high,high,high,high,high,high,right,male,45-59,high
56668,NO,high,high,high,high,high,medium,medium,high,high,low,centre,male,18-29,low
66921,NO,high,high,high,medium,medium,high,low,high,medium,high,centre,female,30-44,high
60810,NO,medium,high,high,medium,medium,high,high,high,medium,medium,right,female,60+,high
81588,NO,high,high,high,high,medium,high,low,high,high,medium,left,female,30-44,high
56126,NO,high,high,high,high,high,high,low,high,high,high,right,female,18-29,medium
60053,NO,medium,medium,medium,low,medium,medium,low,medium,low,low,centre,female,45-59,high
51378,NO,high,high,high,high,high,high,high,high,high,high,right,male,60+,high
69482,NO,medium,high,high,medium,medium,medium,medium,high,medium,medium,right,male,30-44,high
55599,NO,high,medium,high,high,medium,low,high,high,high,high,right,female,60+,high
78431,NO,medium,high,high,medium,high,medium,low,high,medium,medium,right,male,60+,high
59068,NO,medium,high,high,high,high,medium,medium,high,high,medium,right,male,18-29,medium
69083,NO,high,high,high,medium,medium,medium,low,high,medium,medium,centre,female,18-29,low
62836,NO,high,high,high,high,high,high,low,high,high,high,centre,male,18-29,high
50013,NO,high,high,high,medium,high,medium,medium,high,high,high,centre,male,45-59,medium
63816,NO,medium,medium,high,medium,medium,high,low,high,medium,high,centre,female,60+,high
54672,NO,low,low,low,low,medium,high,high,high,medium,low,left,male,18-29,low
78721,NO,high,high,high,high,high,high,low,high,high,medium,centre,female,30-44,high
81272,NO,high,high,high,medium,high,medium,low,high,high,high,centre,male,18-29,medium
70299,NO,high,high,high,medium,medium,high,high,high,high,high,left,female,45-59,high
76333,NO,high,high,high,high,high,high,low,high,high,high,centre,female,30-44,high
66525,NO,medium,high,high,medium,high,medium,low,medium,high,low,left,male,45-59,high
61786,NO,high,high,high,high,high,high,medium,high,high,medium,left,female,18-29,low
59672,NO,medium,high,high,high,high,high,medium,medium,high,medium,right,male,45-59,medium
74763,NO,high,high,high,medium,high,high,low,high,high,high,right,male,60+,high
63624,NO,high,high,high,medium,high,high,low,high,high,medium,right,male,30-44,high
67154,NO,low,medium,high,low,low,medium,low,high,medium,low,left,male,30-44,medium
64905,NO,high,high,high,high,high,high,medium,high,high,medium,left,male,60+,medium
66497,NO,high,high,high,medium,medium,medium,low,high,high,medium,left,male,60+,medium
50311,NO,high,medium,medium,low,medium,high,low,medium,medium,high,centre,male,18-29,low
54472,NO,high,high,high,high,high,medium,low,high,high,high,centre,male,18-29,low
79815,NO,medium,high,high,high,high,high,low,high,high,high,centre,female,45-59,high
53296,NO,high,low,low,low,low,medium,medium,high,medium,high,right,male,60+,high
51800,NO,high,medium,medium,high,medium,medium,low,high,high,high,centre,male,18-29,high
70921,NO,high,high,high,high,medium,medium,low,high,medium,medium,centre,male,30-44,high
51662,NO,high,high,high,high,high,medium,low,high,high,high,right,male,45-59,high
64611,NO,high,high,high,high,high,medium,low,high,high,high,right,male,60+,medium
67316,NO,high,high,high,high,high,high,low,high,high,high,left,male,45-59,medium
53291,NO,high,high,high,high,high,medium,low,high,high,high,centre,male,45-59,high
77654,NO,high,high,high,high,high,high,high,high,high,high,centre,male,18-29,low
54726,NO,medium,medium,high,low,low,low,medium,high,medium,medium,right,female,30-44,medium
67930,NO,high,high,high,high,high,high,low,high,high,medium,right,male,30-44,high
51124,NO,high,high,high,medium,high,high,low,medium,high,high,centre,female,18-29,high
71323,NO,medium,high,high,medium,medium,medium,low,high,high,medium,centre,female,45-59,medium
52872,NO,high,high,high,medium,medium,medium,low,low,high,high,right,male,30-44,high
74732,NO,high,high,high,high,high,medium,low,medium,high,high,right,female,18-29,medium
51214,NO,medium,high,high,low,low,high,low,high,medium,low,centre,male,30-44,medium
68559,NO,high,high,high,high,high,high,low,high,high,medium,left,male,45-59,medium
66724,NO,high,high,high,high,high,medium,low,high,high,high,right,male,18-29,low
64527,NO,low,medium,medium,low,low,medium,high,high,high,low,right,female,45-59,high
58967,NO,high,high,high,high,high,high,medium,high,high,high,centre,female,30-44,high
70074,NO,high,high,high,medium,medium,high,medium,medium,medium,high,left,female,18-29,low
53993,NO,high,high,high,high,high,high,high,high,high,high,right,male,18-29,high
67738,NO,high,high,high,high,high,medium,low,high,medium,medium,right,male,30-44,high
61849,NO,medium,medium,high,medium,medium,high,high,high,high,high,left,male,45-59,high
50074,NO,medium,high,medium,low,low,medium,low,high,high,low,right,male,45-59,medium
75573,NO,low,low,medium,low,low,low,low,high,medium,low,right,female,60+,medium
53410,NO,medium,medium,high,medium,medium,medium,low,medium,medium,medium,centre,female,18-29,low
74689,NO,medium,high,high,medium,medium,medium,low,high,medium,low,centre,female,18-29,medium
69903,NO,high,high,high,medium,high,medium,low,high,high,medium,centre,male,45-59,high
71967,NO,high,high,high,medium,medium,medium,medium,high,medium,medium,right,female,60+,high
63257,NO,high,high,high,medium,medium,medium,low,high,high,high,right,male,60+,high
80516,NO,high,high,high,high,high,high,low,high,high,high,centre,female,60+,medium
55269,NO,medium,medium,high,medium,medium,high,low,high,high,medium,centre,female,60+,high
56639,NO,medium,high,high,medium,medium,medium,low,high,medium,medium,right,female,18-29,medium
76657,NO,high,high,high,high,medium,medium,high,high,high,high,centre,female,60+,high
69356,NO,medium,high,high,medium,medium,high,low,high,medium,medium,right,male,18-29,medium
59769,NO,medium,medium,medium,medium,medium,high,low,high,medium,medium,centre,male,18-29,medium
50209,NO,high,high,high,high,high,high,medium,high,high,high,right,male,60+,medium
73151,NO,medium,high,high,medium,medium,medium,low,high,high,medium,right,male,60+,high
54235,NO,high,high,high,high,high,high,low,high,high,high,centre,female,18-29,low
51498,NO,medium,medium,medium,medium,medium,medium,medium,high,high,high,centre,female,60+,medium
70798,NO,medium,high,high,medium,medium,high,low,high,high,medium,right,male,45-59,high
54658,NO,low,low,medium,medium,low,medium,medium,high,high,low,centre,male,60+,low
64906,NO,high,high,high,medium,medium,high,low,high,high,medium,centre,female,45-59,high
78817,NO,medium,low,high,medium,medium,high,low,medium,medium,medium,left,female,45-59,high
56589,NO,high,high,high,high,high,high,low,high,high,high,left,male,60+,high
52026,NO,high,medium,high,medium,medium,medium,low,high,high,high,left,female,60+,high
72870,NO,high,high,high,high,high,high,medium,high,high,high,right,female,60+,high
53417,NO,high,high,high,low,low,low,high,low,low,low,centre,male,45-59,high
72934,NO,high,high,high,medium,medium,medium,low,high,high,high,right,female,60+,high
68535,NO,medium,high,high,medium,medium,high,medium,high,high,medium,centre,female,60+,high
59831,NO,high,high,high,medium,medium,high,high,high,high,high,centre,female,30-44,high
57421,NO,medium,medium,high,low,low,high,low,medium,high,medium,left,male,45-59,high
76220,NO,high,high,high,high,high,high,medium,high,high,high,right,male,45-59,high
59574,NO,high,high,high,high,high,medium,medium,high,medium,high,left,female,45-59,high
74281,NO,medium,medium,medium,medium,medium,medium,low,high,high,medium,centre,male,60+,high
55343,NO,high,high,high,medium,medium,high,medium,high,medium,low,centre,female,45-59,high
63067,NO,medium,high,high,medium,medium,high,low,high,high,medium,centre,female,18-29,high
53084,NO,high,high,high,medium,medium,high,low,medium,high,high,centre,female,30-44,high
77812,NO,high,high,high,medium,medium,high,high,high,high,high,right,female,18-29,high
58474,NO,high,high,high,medium,medium,medium,high,high,high,high,centre,female,60+,high
70785,NO,high,medium,medium,medium,medium,high,low,high,high,high,centre,male,18-29,medium
61147,NO,high,high,high,high,high,high,low,high,medium,high,left,male,60+,medium
61072,NO,high,high,medium,medium,high,high,low,high,high,high,centre,male,60+,high
62023,NO,high,high,high,high,high,medium,low,high,high,high,left,female,30-44,high
78765,PT,high,low,high,medium,medium,low,low,medium,low,medium,centre,male,45-59,low
52537,PT,medium,high,high,medium,high,medium,medium,medium,medium,high,left,male,18-29,high
69325,PT,medium,medium,high,medium,medium,medium,medium,high,medium,low,left,female,30-44,low
60409,PT,low,low,low,low,medium,medium,high,high,medium,low,right,male,60+,high
79221,PT,medium,medium,low,medium,medium,medium,low,high,low,high,right,male,30-44,low
55747,PT,high,medium,high,medium,medium,medium,low,high,high,high,right,female,30-44,medium
59975,PT,medium,medium,high,medium,medium,medium,high,medium,medium,medium,left,male,60+,low
80208,PT,medium,medium,medium,low,low,high,high,medium,low,medium,left,female,60+,high
70501,PT,high,high,high,high,high,high,medium,high,high,high,centre,male,60+,high
65812,PT,high,medium,medium,low,low,high,high,medium,high,high,left,male,60+,low
69612,PT,medium,medium,high,low,low,high,medium,high,medium,high,centre,male,60+,low
53838,PT,low,low,medium,low,low,medium,low,high,low,high,left,female,60+,low
64030,PT,medium,low,medium,low,low,medium,high,high,medium,high,centre,female,60+,low
59923,PT,medium,medium,high,medium,medium,high,low,high,high,medium,centre,male,30-44,medium
53176,PT,medium,medium,medium,low,low,medium,medium,medium,medium,medium,centre,female,45-59,low
76670,PT,low,low,medium,low,low,medium,medium,high,low,low,left,female,45-59,low
75192,PT,high,low,high,medium,medium,medium,high,medium,low,low,right,male,60+,medium
76494,PT,medium,medium,high,medium,medium,medium,low,high,medium,medium,centre,female,30-44,high
62221,PT,high,medium,high,medium,medium,high,low,high,high,high,centre,male,30-44,high
66919,PT,low,low,high,low,low,medium,medium,low,low,low,left,female,60+,low
66680,PT,low,low,medium,low,low,high,low,high,medium,high,centre,male,30-44,medium
70637,PT,medium,medium,high,medium,medium,medium,medium,high,medium,medium,left,female,30-44,high
50371,PT,high,medium,high,medium,high,high,low,high,medium,medium,left,male,45-59,high
59747,PT,low,low,high,medium,low,medium,medium,high,medium,medium,centre,male,60+,low
76830,PT,medium,low,low,low,low,medium,low,high,medium,high,left,female,60+,low
69535,PT,medium,medium,high,medium,medium,medium,medium,medium,medium,medium,centre,female,18-29,medium
55184,PT,low,low,high,low,low,medium,low,high,medium,medium,centre,female,45-59,low
58517,PT,medium,high,medium,medium,high,medium,high,high,medium,medium,right,female,18-29,medium
69109,PT,medium,low,high,medium,medium,medium,high,high,medium,high,left,male,60+,low
60447,PT,low,low,medium,low,low,medium,medium,medium,medium,medium,centre,female,45-59,medium
76019,PT,low,low,medium,low,medium,medium,medium,high,medium,medium,centre,male,45-59,low
78994,PT,low,low,low,low,low,high,high,high,low,low,left,female,60+,low
60883,PT,high,low,medium,low,low,medium,high,high,low,medium,left,female,60+,low
81408,PT,low,medium,high,low,low,high,low,medium,low,medium,centre,female,60+,low
60332,PT,high,medium,medium,medium,medium,high,low,high,high,low,left,male,30-44,medium
65042,PT,low,low,high,low,low,low,high,medium,low,low,centre,male,60+,low
62997,PT,high,high,high,high,medium,high,medium,high,high,high,right,male,45-59,high
52926,PT,medium,low,high,medium,medium,medium,high,high,medium,medium,centre,female,60+,low
51515,PT,low,low,medium,low,low,medium,medium,low,low,medium,left,male,60+,medium
50853,PT,low,low,high,low,low,medium,high,low,low,medium,centre,female,60+,low
67264,PT,medium,low,high,low,low,medium,medium,medium,medium,medium,right,male,30-44,low
72094,PT,low,low,medium,low,low,medium,high,medium,low,low,centre,male,45-59,low
54904,PT,medium,high,high,medium,low,high,high,high,high,medium,right,male,45-59,high
67189,PT,high,medium,medium,medium,medium,medium,high,high,medium,medium,left,female,45-59,low
63496,PT,medium,low,medium,medium,medium,low,medium,high,medium,medium,centre,male,45-59,medium
79118,PT,medium,medium,medium,low,low,medium,low,medium,medium,medium,left,male,45-59,low
58422,PT,low,low,high,low,low,medium,medium,medium,medium,medium,centre,male,45-59,low
74306,PT,high,high,medium,high,high,medium,high,high,medium,medium,right,male,45-59,low
57043,PT,medium,medium,high,low,medium,medium,medium,medium,medium,medium,centre,female,30-44,high
52595,PT,high,medium,low,low,medium,high,medium,high,medium,medium,centre,male,30-44,medium
54139,PT,medium,medium,high,low,low,medium,low,high,medium,medium,left,female,45-59,high
64783,PT,high,low,high,low,low,medium,high,high,medium,low,centre,male,60+,low
61716,PT,high,medium,high,low,medium,high,medium,high,medium,medium,left,female,45-59,medium
56710,PT,high,medium,high,medium,medium,medium,low,medium,medium,medium,centre,female,45-59,medium
60519,PT,high,low,high,low,high,high,high,medium,low,low,left,female,30-44,high
53499,PT,medium,medium,high,medium,medium,medium,high,medium,medium,medium,centre,female,45-59,medium
55688,PT,high,high,high,high,high,high,medium,high,high,high,right,female,30-44,high
80436,PT,medium,high,high,medium,medium,high,low,high,medium,medium,right,male,45-59,high
81978,PT,high,medium,medium,high,medium,high,medium,high,high,high,centre,male,45-59,high
53680,PT,medium,low,high,low,low,medium,high,high,medium,medium,centre,male,60+,low
61017,PT,medium,medium,medium,low,medium,low,low,high,low,high,left,female,30-44,high
60999,PT,high,medium,high,medium,medium,high,high,high,medium,medium,centre,male,30-44,medium
55307,PT,high,medium,high,medium,medium,high,high,high,medium,high,centre,female,18-29,high
76206,PT,high,high,high,medium,medium,medium,high,high,medium,high,centre,female,60+,low
72910,PT,medium,medium,high,medium,low,medium,low,high,medium,medium,centre,female,18-29,medium
81794,PT,high,medium,medium,low,low,high,high,medium,medium,medium,right,male,45-59,medium
56608,PT,medium,medium,high,medium,medium,medium,high,high,medium,medium,centre,male,45-59,low
53657,PT,high,medium,high,medium,medium,high,low,high,medium,medium,right,male,45-59,high
81948,PT,high,medium,high,medium,medium,high,medium,high,medium,medium,centre,female,30-44,medium
81868,PT,medium,medium,medium,low,low,medium,high,medium,high,high,centre,male,45-59,low
68719,PT,low,low,high,low,low,low,high,high,low,low,left,female,60+,low
63744,PT,medium,medium,high,low,low,low,medium,low,medium,high,centre,female,60+,low
54604,PT,medium,medium,high,low,low,high,low,high,medium,low,right,male,18-29,high
52526,PT,low,low,medium,low,low,medium,medium,medium,medium,medium,centre,female,45-59,high
73800,PT,medium,medium,medium,medium,medium,high,low,high,medium,high,left,male,45-59,medium
79095,PT,high,low,medium,medium,low,high,medium,high,medium,medium,centre,male,60+,low
59327,PT,medium,medium,high,medium,medium,medium,medium,high,medium,medium,right,female,45-59,medium
69698,PT,high,high,high,high,high,high,high,high,high,high,left,male,45-59,medium
55258,PT,low,low,high,low,low,medium,low,medium,low,low,centre,male,30-44,low
59367,PT,medium,low,medium,medium,medium,medium,high,high,medium,medium,right,female,60+,low
66811,PT,medium,low,high,low,low,high,medium,high,low,low,centre,female,18-29,medium
54504,PT,medium,medium,high,low,low,medium,high,medium,low,medium,right,female,60+,low
80788,PT,low,low,medium,low,low,low,low,medium,low,low,centre,male,60+,low
65580,PT,high,medium,medium,medium,medium,high,low,high,medium,medium,left,female,30-44,high
53619,PT,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,centre,male,45-59,low
69304,PT,low,low,low,low,low,medium,medium,high,low,medium,centre,male,60+,low
59955,PT,high,low,high,low,low,high,high,high,low,high,right,male,60+,low
77248,PT,low,low,high,low,low,high,medium,high,low,low,centre,female,60+,low
81526,PT,high,medium,medium,medium,medium,medium,medium,medium,medium,medium,right,male,60+,low
80931,PT,medium,low,low,low,low,high,high,high,medium,medium,centre,male,18-29,low
75696,PT,high,medium,high,medium,medium,medium,medium,high,medium,high,centre,female,60+,low
51002,PT,high,low,high,low,low,high,medium,high,medium,medium,centre,female,45-59,medium
